Ext_ID,Factors,Severity_Score,LID
EXT-L2943,Normal,15,L2943
EXT-L2944,Normal,24,L2944
EXT-L2945,Normal,9,L2945
EXT-L2946,Weather,16,L2946
EXT-L2947,Normal,14,L2947
EXT-L2948,Weather,11,L2948
EXT-L2949,Normal,9,L2949
EXT-L2950,Normal,14,L2950
EXT-L2951,Normal,2,L2951
EXT-L2952,Weather,11,L2952
EXT-L2953,Normal,4,L2953
EXT-L2954,Normal,21,L2954
EXT-L2955,Normal,14,L2955
EXT-L2956,Normal,10,L2956
EXT-L2957,Normal,2,L2957
EXT-L2958,Normal,21,L2958
EXT-L2959,Normal,15,L2959
EXT-L2960,Weather,14,L2960
EXT-L2961,Normal,9,L2961
EXT-L2962,Weather,14,L2962
EXT-L2963,Weather,8,L2963
EXT-L2964,Normal,14,L2964
EXT-L2965,Normal,12,L2965
EXT-L2966,Normal,5,L2966
EXT-L2967,Normal,17,L2967
EXT-L2968,Weather,11,L2968
EXT-L2969,Weather,12,L2969
EXT-L2970,Normal,14,L2970
EXT-L2971,Weather,9,L2971
EXT-L2972,Weather,12,L2972
EXT-L2973,Weather,7,L2973
EXT-L2974,Normal,17,L2974
EXT-L2975,Normal,12,L2975
EXT-L2976,Normal,12,L2976
EXT-L2977,Weather,6,L2977
EXT-L2978,Weather,14,L2978
EXT-L2979,Normal,2,L2979
EXT-L2980,Normal,4,L2980
EXT-L2981,Weather,9,L2981
EXT-L2982,Normal,14,L2982
EXT-L2983,Normal,1,L2983
EXT-L2984,Normal,6,L2984
EXT-L2985,Weather,12,L2985
EXT-L2986,Normal,10,L2986
EXT-L2987,Normal,2,L2987
EXT-L2988,Normal,10,L2988
EXT-L2989,Normal,9,L2989
EXT-L2990,Normal,2,L2990
EXT-L2991,Normal,31,L2991
EXT-L2992,Normal,13,L2992
EXT-L2993,Normal,13,L2993
EXT-L2994,Normal,14,L2994
EXT-L2995,Weather,4,L2995
EXT-L2996,Weather,11,L2996
EXT-L2997,Weather,10,L2997
EXT-L2998,Normal,10,L2998
EXT-L2999,Normal,14,L2999
EXT-L3000,Normal,15,L3000
EXT-L3001,Weather,9,L3001
EXT-L3002,Normal,13,L3002
EXT-L3003,Weather,13,L3003
EXT-L3004,Weather,14,L3004
EXT-L3005,Normal,3,L3005
EXT-L3006,Weather,13,L3006
EXT-L3007,Weather,6,L3007
EXT-L3008,Weather,8,L3008
EXT-L3009,Weather,12,L3009
EXT-L3010,Weather,13,L3010
EXT-L3011,Weather,13,L3011
EXT-L3012,Weather,13,L3012
EXT-L3013,Weather,10,L3013
EXT-L3014,Normal,5,L3014
EXT-L3015,Weather,5,L3015
EXT-L3016,Weather,17,L3016
EXT-L3017,Normal,8,L3017
EXT-L3018,Normal,8,L3018
EXT-L3019,Normal,3,L3019
EXT-L3020,Normal,5,L3020
EXT-L3021,Weather,12,L3021
EXT-L3022,Weather,8,L3022
EXT-L3023,Weather,7,L3023
EXT-L3024,Normal,11,L3024
EXT-L3025,Normal,9,L3025
EXT-L3026,Weather,13,L3026
EXT-L3027,Weather,13,L3027
EXT-L3028,Weather,11,L3028
EXT-L3029,Normal,13,L3029
EXT-L3030,Weather,7,L3030
EXT-L3031,Normal,9,L3031
EXT-L3032,Normal,9,L3032
EXT-L3033,Weather,15,L3033
EXT-L3034,Weather,12,L3034
EXT-L3035,Normal,14,L3035
EXT-L3036,Weather,19,L3036
EXT-L3037,Weather,11,L3037
EXT-L3038,Weather,12,L3038
EXT-L3039,Weather,9,L3039
EXT-L3040,Weather,8,L3040
EXT-L3041,Weather,12,L3041
EXT-L3042,Normal,7,L3042
EXT-L3043,Normal,14,L3043
EXT-L3044,Weather,9,L3044
EXT-L3045,Weather,2,L3045
EXT-L3046,Normal,14,L3046
EXT-L3047,Normal,1,L3047
EXT-L3048,Weather,6,L3048
EXT-L3049,Weather,28,L3049
EXT-L3050,Weather,11,L3050
EXT-L3051,Weather,11,L3051
EXT-L3052,Normal,24,L3052
EXT-L3053,Normal,10,L3053
EXT-L3054,Normal,7,L3054
EXT-L3055,Weather,11,L3055
EXT-L3056,Normal,12,L3056
EXT-L3057,Weather,10,L3057
EXT-L3058,Weather,11,L3058
EXT-L3059,Weather,14,L3059
EXT-L3060,Weather,14,L3060
EXT-L3061,Weather,12,L3061
EXT-L3062,Weather,12,L3062
EXT-L3063,Weather,12,L3063
EXT-L3064,Weather,11,L3064
EXT-L3065,Weather,10,L3065
EXT-L3066,Weather,10,L3066
EXT-L3067,Normal,8,L3067
EXT-L3068,Weather,8,L3068
EXT-L3069,Normal,7,L3069
EXT-L3070,Normal,17,L3070
EXT-L3071,Normal,2,L3071
EXT-L3072,Weather,13,L3072
EXT-L3073,Weather,11,L3073
EXT-L3074,Weather,12,L3074
EXT-L3075,Weather,13,L3075
EXT-L3076,Weather,6,L3076
EXT-L3077,Normal,8,L3077
EXT-L3078,Normal,13,L3078
EXT-L3079,Weather,9,L3079
EXT-L3080,Weather,9,L3080
EXT-L3081,Weather,13,L3081
EXT-L3082,Weather,10,L3082
EXT-L3083,Normal,10,L3083
EXT-L3084,Weather,11,L3084
EXT-L3085,Normal,8,L3085
EXT-L3086,Weather,8,L3086
EXT-L3087,Weather,12,L3087
EXT-L3088,Normal,10,L3088
EXT-L3089,Normal,10,L3089
EXT-L3090,Normal,9,L3090
EXT-L3091,Normal,14,L3091
EXT-L3092,Weather,12,L3092
EXT-L3093,Normal,2,L3093
EXT-L3094,Normal,15,L3094
EXT-L3095,Normal,6,L3095
EXT-L3096,Weather,12,L3096
EXT-L3097,Normal,11,L3097
EXT-L3098,Normal,9,L3098
EXT-L3099,Normal,13,L3099
EXT-L3100,Weather,10,L3100
EXT-L3101,Normal,16,L3101
EXT-L3102,Weather,10,L3102
EXT-L3103,Normal,6,L3103
EXT-L3104,Weather,24,L3104
EXT-L3105,Normal,8,L3105
EXT-L3106,Normal,23,L3106
EXT-L3107,Normal,12,L3107
EXT-L3108,Normal,8,L3108
EXT-L3109,Normal,2,L3109
EXT-L3110,Weather,2,L3110
EXT-L3111,Weather,14,L3111
EXT-L3112,Normal,7,L3112
EXT-L3113,Normal,12,L3113
EXT-L3114,Weather,10,L3114
EXT-L3115,Weather,10,L3115
EXT-L3116,Normal,11,L3116
EXT-L3117,Normal,9,L3117
EXT-L3118,Normal,2,L3118
EXT-L3119,Weather,16,L3119
EXT-L3120,Normal,10,L3120
EXT-L3121,Weather,14,L3121
EXT-L3122,Weather,11,L3122
EXT-L3123,Normal,16,L3123
EXT-L3124,Weather,12,L3124
EXT-L3125,Weather,11,L3125
EXT-L3126,Weather,12,L3126
EXT-L3127,Normal,13,L3127
EXT-L3128,Normal,9,L3128
EXT-L3129,Weather,9,L3129
EXT-L3130,Normal,12,L3130
EXT-L3131,Weather,10,L3131
EXT-L3132,Weather,14,L3132
EXT-L3133,Weather,12,L3133
EXT-L3134,Normal,1,L3134
EXT-L3135,Normal,5,L3135
EXT-L3136,Normal,18,L3136
EXT-L3137,Normal,21,L3137
EXT-L3138,Weather,10,L3138
EXT-L3139,Normal,32,L3139
EXT-L3140,Normal,8,L3140
EXT-L3141,Weather,11,L3141
EXT-L3142,Weather,15,L3142
EXT-L3143,Normal,10,L3143
EXT-L3144,Normal,16,L3144
EXT-L3145,Weather,11,L3145
EXT-L3146,Normal,6,L3146
EXT-L3147,Weather,15,L3147
EXT-L3148,Normal,13,L3148
EXT-L3149,Normal,9,L3149
EXT-L3150,Normal,14,L3150
EXT-L3151,Normal,20,L3151
EXT-L3152,Normal,5,L3152
EXT-L3153,Weather,14,L3153
EXT-L3154,Weather,5,L3154
EXT-L3155,Normal,11,L3155
EXT-L3156,Weather,1,L3156
EXT-L3157,Weather,11,L3157
EXT-L3158,Weather,9,L3158
EXT-L3159,Weather,13,L3159
EXT-L3160,Normal,5,L3160
EXT-L3161,Weather,4,L3161
EXT-L3162,Normal,8,L3162
EXT-L3163,Normal,5,L3163
EXT-L3164,Normal,10,L3164
EXT-L3165,Normal,4,L3165
EXT-L3166,Normal,2,L3166
EXT-L3167,Weather,15,L3167
EXT-L3168,Normal,2,L3168
EXT-L3169,Normal,9,L3169
EXT-L3170,Normal,17,L3170
EXT-L3171,Normal,9,L3171
EXT-L3172,Weather,22,L3172
EXT-L3173,Normal,10,L3173
EXT-L3174,Normal,13,L3174
EXT-L3175,Weather,12,L3175
EXT-L3176,Weather,8,L3176
EXT-L3177,Normal,23,L3177
EXT-L3178,Weather,8,L3178
EXT-L3179,Weather,11,L3179
EXT-L3180,Normal,10,L3180
EXT-L3181,Normal,1,L3181
EXT-L3182,Normal,14,L3182
EXT-L3183,Weather,7,L3183
EXT-L3184,Weather,15,L3184
EXT-L3185,Normal,17,L3185
EXT-L3186,Weather,10,L3186
EXT-L3187,Normal,14,L3187
EXT-L3188,Weather,12,L3188
EXT-L3189,Weather,12,L3189
EXT-L3190,Normal,7,L3190
EXT-L3191,Normal,2,L3191
EXT-L3192,Weather,12,L3192
EXT-L3193,Weather,10,L3193
EXT-L3194,Normal,10,L3194
EXT-L3195,Weather,10,L3195
EXT-L3196,Weather,15,L3196
EXT-L3197,Weather,10,L3197
EXT-L3198,Weather,15,L3198
EXT-L3199,Weather,9,L3199
EXT-L3200,Normal,4,L3200
EXT-L3201,Normal,13,L3201
EXT-L3202,Weather,14,L3202
EXT-L3203,Normal,9,L3203
EXT-L3204,Weather,6,L3204
EXT-L3205,Normal,15,L3205
EXT-L3206,Weather,11,L3206
EXT-L3207,Weather,7,L3207
EXT-L3208,Normal,8,L3208
EXT-L3209,Weather,12,L3209
EXT-L3210,Normal,11,L3210
EXT-L3211,Weather,13,L3211
EXT-L3212,Normal,11,L3212
EXT-L3213,Weather,10,L3213
EXT-L3214,Weather,11,L3214
EXT-L3215,Weather,12,L3215
EXT-L3216,Normal,7,L3216
EXT-L3217,Normal,14,L3217
EXT-L3218,Weather,9,L3218
EXT-L3219,Weather,12,L3219
EXT-L3220,Weather,12,L3220
EXT-L3221,Normal,8,L3221
EXT-L3222,Normal,12,L3222
EXT-L3223,Normal,2,L3223
EXT-L3224,Weather,14,L3224
EXT-L3225,Normal,12,L3225
EXT-L3226,Weather,9,L3226
EXT-L3227,Normal,12,L3227
EXT-L3228,Normal,10,L3228
EXT-L3229,Weather,9,L3229
EXT-L3230,Weather,8,L3230
EXT-L3231,Normal,12,L3231
EXT-L3232,Normal,12,L3232
EXT-L3233,Weather,12,L3233
EXT-L3234,Weather,12,L3234
EXT-L3235,Weather,11,L3235
EXT-L3236,Weather,9,L3236
EXT-L3237,Weather,12,L3237
EXT-L3238,Normal,9,L3238
EXT-L3239,Weather,10,L3239
EXT-L3240,Normal,5,L3240
EXT-L3241,Normal,22,L3241
EXT-L3242,Normal,10,L3242
EXT-L3243,Normal,9,L3243
EXT-L3244,Weather,12,L3244
EXT-L3245,Weather,11,L3245
EXT-L3246,Normal,15,L3246
EXT-L3247,Weather,10,L3247
EXT-L3248,Normal,2,L3248
EXT-L3249,Weather,11,L3249
EXT-L3250,Normal,12,L3250
EXT-L3251,Weather,12,L3251
EXT-L3252,Weather,12,L3252
EXT-L3253,Weather,11,L3253
EXT-L3254,Weather,13,L3254
EXT-L3255,Weather,13,L3255
EXT-L3256,Weather,18,L3256
EXT-L3257,Normal,9,L3257
EXT-L3258,Weather,12,L3258
EXT-L3259,Normal,10,L3259
EXT-L3260,Normal,9,L3260
EXT-L3261,Normal,9,L3261
EXT-L3262,Normal,18,L3262
EXT-L3263,Weather,8,L3263
EXT-L3264,Normal,22,L3264
EXT-L3265,Weather,7,L3265
EXT-L3266,Weather,8,L3266
EXT-L3267,Weather,8,L3267
EXT-L3268,Weather,14,L3268
EXT-L3269,Normal,10,L3269
EXT-L3270,Normal,2,L3270
EXT-L3271,Weather,13,L3271
EXT-L3272,Normal,11,L3272
EXT-L3273,Weather,14,L3273
EXT-L3274,Weather,11,L3274
EXT-L3275,Weather,12,L3275
EXT-L3276,Weather,12,L3276
EXT-L3277,Weather,11,L3277
EXT-L3278,Weather,5,L3278
EXT-L3279,Normal,9,L3279
EXT-L3280,Weather,11,L3280
EXT-L3281,Weather,14,L3281
EXT-L3282,Normal,13,L3282
EXT-L3283,Weather,9,L3283
EXT-L3284,Weather,11,L3284
EXT-L3285,Weather,14,L3285
EXT-L3286,Normal,9,L3286
EXT-L3287,Weather,10,L3287
EXT-L3288,Normal,11,L3288
EXT-L3289,Normal,11,L3289
EXT-L3290,Weather,11,L3290
EXT-L3291,Normal,9,L3291
EXT-L3292,Normal,2,L3292
EXT-L3293,Normal,9,L3293
EXT-L3294,Normal,11,L3294
EXT-L3295,Normal,8,L3295
EXT-L3296,Normal,16,L3296
EXT-L3297,Normal,11,L3297
EXT-L3298,Weather,12,L3298
EXT-L3299,Weather,10,L3299
EXT-L3300,Weather,13,L3300
EXT-L3301,Normal,2,L3301
EXT-L3302,Normal,4,L3302
EXT-L3303,Normal,11,L3303
EXT-L3304,Normal,7,L3304
EXT-L3305,Normal,4,L3305
EXT-L3306,Normal,8,L3306
EXT-L3307,Weather,9,L3307
EXT-L3308,Weather,15,L3308
EXT-L3309,Normal,5,L3309
EXT-L3310,Normal,10,L3310
EXT-L3311,Normal,15,L3311
EXT-L3312,Normal,11,L3312
EXT-L3313,Weather,14,L3313
EXT-L3314,Weather,10,L3314
EXT-L3315,Weather,15,L3315
EXT-L3316,Weather,14,L3316
EXT-L3317,Weather,5,L3317
EXT-L3318,Weather,11,L3318
EXT-L3319,Normal,9,L3319
EXT-L3320,Weather,14,L3320
EXT-L3321,Weather,11,L3321
EXT-L3322,Normal,13,L3322
EXT-L3323,Weather,12,L3323
EXT-L3324,Normal,19,L3324
EXT-L3325,Weather,10,L3325
EXT-L3326,Weather,8,L3326
EXT-L3327,Weather,10,L3327
EXT-L3328,Weather,14,L3328
EXT-L3329,Normal,6,L3329
EXT-L3330,Normal,11,L3330
EXT-L3331,Normal,9,L3331
EXT-L3332,Normal,12,L3332
EXT-L3333,Normal,7,L3333
EXT-L3334,Normal,5,L3334
EXT-L3335,Weather,9,L3335
EXT-L3336,Weather,12,L3336
EXT-L3337,Weather,9,L3337
EXT-L3338,Normal,13,L3338
EXT-L3339,Normal,4,L3339
EXT-L3340,Normal,12,L3340
EXT-L3341,Weather,12,L3341
EXT-L3342,Weather,16,L3342
EXT-L3343,Weather,12,L3343
EXT-L3344,Normal,4,L3344
EXT-L3345,Weather,10,L3345
EXT-L3346,Normal,9,L3346
EXT-L3347,Weather,13,L3347
EXT-L3348,Weather,23,L3348
EXT-L3349,Weather,10,L3349
EXT-L3350,Weather,12,L3350
EXT-L3351,Weather,18,L3351
EXT-L3352,Weather,10,L3352
EXT-L3353,Normal,7,L3353
EXT-L3354,Normal,8,L3354
EXT-L3355,Normal,9,L3355
EXT-L3356,Normal,10,L3356
EXT-L3357,Weather,12,L3357
EXT-L3358,Weather,12,L3358
EXT-L3359,Normal,11,L3359
EXT-L3360,Normal,9,L3360
EXT-L3361,Weather,9,L3361
EXT-L3362,Weather,14,L3362
EXT-L3363,Normal,2,L3363
EXT-L3364,Normal,13,L3364
EXT-L3365,Weather,8,L3365
EXT-L3366,Weather,14,L3366
EXT-L3367,Normal,11,L3367
EXT-L3368,Normal,17,L3368
EXT-L3369,Weather,12,L3369
EXT-L3370,Normal,1,L3370
EXT-L3371,Normal,10,L3371
EXT-L3372,Normal,11,L3372
EXT-L3373,Weather,4,L3373
EXT-L3374,Weather,12,L3374
EXT-L3375,Normal,11,L3375
EXT-L3376,Normal,2,L3376
EXT-L3377,Normal,30,L3377
EXT-L3378,Normal,12,L3378
EXT-L3379,Normal,8,L3379
EXT-L3380,Weather,10,L3380
EXT-L3381,Normal,2,L3381
EXT-L3382,Weather,11,L3382
EXT-L3383,Weather,11,L3383
EXT-L3384,Weather,13,L3384
EXT-L3385,Normal,9,L3385
EXT-L3386,Weather,8,L3386
EXT-L3387,Weather,9,L3387
EXT-L3388,Normal,11,L3388
EXT-L3389,Normal,8,L3389
EXT-L3390,Weather,13,L3390
EXT-L3391,Weather,11,L3391
EXT-L3392,Weather,13,L3392
EXT-L3393,Weather,8,L3393
EXT-L3394,Normal,13,L3394
EXT-L3395,Weather,14,L3395
EXT-L3396,Weather,9,L3396
EXT-L3397,Weather,14,L3397
EXT-L3398,Weather,14,L3398
EXT-L3399,Weather,11,L3399
EXT-L3400,Normal,11,L3400
EXT-L3401,Weather,8,L3401
EXT-L3402,Normal,14,L3402
EXT-L3403,Weather,10,L3403
EXT-L3404,Normal,13,L3404
EXT-L3405,Normal,5,L3405
EXT-L3406,Normal,9,L3406
EXT-L3407,Normal,11,L3407
EXT-L3408,Normal,16,L3408
EXT-L3409,Weather,9,L3409
EXT-L3410,Weather,11,L3410
EXT-L3411,Weather,11,L3411
EXT-L3412,Weather,13,L3412
EXT-L3413,Weather,9,L3413
EXT-L3414,Weather,13,L3414
EXT-L3415,Weather,17,L3415
EXT-L3416,Normal,11,L3416
EXT-L3417,Normal,9,L3417
EXT-L3418,Normal,13,L3418
EXT-L3419,Normal,20,L3419
EXT-L3420,Normal,2,L3420
EXT-L3421,Normal,1,L3421
EXT-L3422,Weather,11,L3422
EXT-L3423,Normal,11,L3423
EXT-L3424,Weather,7,L3424
EXT-L3425,Normal,12,L3425
EXT-L3426,Weather,2,L3426
EXT-L3427,Normal,3,L3427
EXT-L3428,Weather,7,L3428
EXT-L3429,Weather,11,L3429
EXT-L3430,Weather,10,L3430
EXT-L3431,Weather,13,L3431
EXT-L3432,Weather,9,L3432
EXT-L3433,Weather,17,L3433
EXT-L3434,Weather,11,L3434
EXT-L3435,Weather,12,L3435
EXT-L3436,Weather,12,L3436
EXT-L3437,Weather,12,L3437
EXT-L3438,Normal,16,L3438
EXT-L3439,Normal,9,L3439
EXT-L3440,Normal,23,L3440
EXT-L3441,Normal,26,L3441
EXT-L3442,Weather,11,L3442
EXT-L3443,Weather,9,L3443
EXT-L3444,Normal,12,L3444
EXT-L3445,Normal,5,L3445
EXT-L3446,Normal,7,L3446
EXT-L3447,Normal,11,L3447
EXT-L3448,Normal,1,L3448
EXT-L3449,Normal,10,L3449
EXT-L3450,Normal,12,L3450
EXT-L3451,Normal,10,L3451
EXT-L3452,Weather,6,L3452
EXT-L3453,Normal,11,L3453
EXT-L3454,Weather,13,L3454
EXT-L3455,Normal,10,L3455
EXT-L3456,Normal,4,L3456
EXT-L3457,Normal,2,L3457
EXT-L3458,Normal,9,L3458
EXT-L3459,Normal,6,L3459
EXT-L3460,Weather,11,L3460
EXT-L3461,Normal,12,L3461
EXT-L3462,Normal,10,L3462
EXT-L3463,Weather,10,L3463
EXT-L3464,Weather,12,L3464
EXT-L3465,Weather,8,L3465
EXT-L3466,Weather,7,L3466
EXT-L3467,Weather,15,L3467
EXT-L3468,Normal,13,L3468
EXT-L3469,Weather,11,L3469
EXT-L3470,Normal,5,L3470
EXT-L3471,Weather,2,L3471
EXT-L3472,Normal,11,L3472
EXT-L3473,Normal,14,L3473
EXT-L3474,Normal,16,L3474
EXT-L3475,Normal,11,L3475
EXT-L3476,Normal,11,L3476
EXT-L3477,Weather,6,L3477
EXT-L3478,Normal,3,L3478
EXT-L3479,Normal,9,L3479
EXT-L3480,Weather,10,L3480
EXT-L3481,Normal,23,L3481
EXT-L3482,Normal,16,L3482
EXT-L3483,Weather,11,L3483
EXT-L3484,Weather,10,L3484
EXT-L3485,Weather,10,L3485
EXT-L3486,Weather,16,L3486
EXT-L3487,Normal,12,L3487
EXT-L3488,Normal,7,L3488
EXT-L3489,Weather,2,L3489
EXT-L3490,Normal,11,L3490
EXT-L3491,Weather,10,L3491
EXT-L3492,Normal,9,L3492
EXT-L3493,Normal,11,L3493
EXT-L3494,Weather,4,L3494
EXT-L3495,Normal,2,L3495
EXT-L3496,Weather,15,L3496
EXT-L3497,Normal,16,L3497
EXT-L3498,Normal,13,L3498
EXT-L3499,Normal,15,L3499
EXT-L3500,Weather,11,L3500
EXT-L3501,Normal,10,L3501
EXT-L3502,Normal,5,L3502
EXT-L3503,Normal,12,L3503
EXT-L3504,Normal,5,L3504
EXT-L3505,Weather,9,L3505
EXT-L3506,Weather,10,L3506
EXT-L3507,Normal,13,L3507
EXT-L3508,Normal,17,L3508
EXT-L3509,Normal,6,L3509
EXT-L3510,Weather,10,L3510
EXT-L3511,Weather,11,L3511
EXT-L3512,Weather,8,L3512
EXT-L3513,Normal,12,L3513
EXT-L3514,Weather,10,L3514
EXT-L3515,Normal,12,L3515
EXT-L3516,Weather,10,L3516
EXT-L3517,Weather,18,L3517
EXT-L3518,Weather,12,L3518
EXT-L3519,Normal,9,L3519
EXT-L3520,Weather,13,L3520
EXT-L3521,Weather,13,L3521
EXT-L3522,Weather,8,L3522
EXT-L3523,Weather,15,L3523
EXT-L3524,Weather,12,L3524
EXT-L3525,Weather,10,L3525
EXT-L3526,Weather,10,L3526
EXT-L3527,Normal,16,L3527
EXT-L3528,Normal,13,L3528
EXT-L3529,Normal,9,L3529
EXT-L3530,Normal,1,L3530
EXT-L3531,Normal,18,L3531
EXT-L3532,Weather,6,L3532
EXT-L3533,Normal,10,L3533
EXT-L3534,Normal,11,L3534
EXT-L3535,Weather,15,L3535
EXT-L3536,Normal,9,L3536
EXT-L3537,Normal,14,L3537
EXT-L3538,Weather,7,L3538
EXT-L3539,Weather,11,L3539
EXT-L3540,Weather,20,L3540
EXT-L3541,Weather,9,L3541
EXT-L3542,Normal,7,L3542
EXT-L3543,Normal,24,L3543
EXT-L3544,Normal,4,L3544
EXT-L3545,Weather,11,L3545
EXT-L3546,Weather,13,L3546
EXT-L3547,Weather,13,L3547
EXT-L3548,Weather,9,L3548
EXT-L3549,Weather,12,L3549
EXT-L3550,Weather,11,L3550
EXT-L3551,Normal,3,L3551
EXT-L3552,Weather,9,L3552
EXT-L3553,Normal,2,L3553
EXT-L3554,Normal,9,L3554
EXT-L3555,Weather,12,L3555
EXT-L3556,Normal,11,L3556
EXT-L3557,Normal,12,L3557
EXT-L3558,Weather,7,L3558
EXT-L3559,Normal,7,L3559
EXT-L3560,Normal,9,L3560
EXT-L3561,Normal,12,L3561
EXT-L3562,Normal,8,L3562
EXT-L3563,Normal,11,L3563
EXT-L3564,Normal,9,L3564
EXT-L3565,Normal,2,L3565
EXT-L3566,Normal,10,L3566
EXT-L3567,Weather,8,L3567
EXT-L3568,Normal,12,L3568
EXT-L3569,Weather,9,L3569
EXT-L3570,Normal,12,L3570
EXT-L3571,Weather,13,L3571
EXT-L3572,Weather,13,L3572
EXT-L3573,Normal,8,L3573
EXT-L3574,Normal,9,L3574
EXT-L3575,Normal,17,L3575
EXT-L3576,Normal,7,L3576
EXT-L3577,Normal,2,L3577
EXT-L3578,Normal,7,L3578
EXT-L3579,Weather,10,L3579
EXT-L3580,Normal,13,L3580
EXT-L3581,Normal,10,L3581
EXT-L3582,Weather,5,L3582
EXT-L3583,Normal,4,L3583
EXT-L3584,Normal,10,L3584
EXT-L3585,Normal,14,L3585
EXT-L3586,Normal,14,L3586
EXT-L3587,Normal,17,L3587
EXT-L3588,Weather,14,L3588
EXT-L3589,Normal,24,L3589
EXT-L3590,Weather,20,L3590
EXT-L3591,Weather,9,L3591
EXT-L3592,Normal,7,L3592
EXT-L3593,Normal,8,L3593
EXT-L3594,Normal,13,L3594
EXT-L3595,Normal,2,L3595
EXT-L3596,Normal,23,L3596
EXT-L3597,Weather,1,L3597
EXT-L3598,Normal,5,L3598
EXT-L3599,Weather,11,L3599
EXT-L3600,Normal,4,L3600
EXT-L3601,Normal,9,L3601
EXT-L3602,Weather,7,L3602
EXT-L3603,Weather,9,L3603
EXT-L3604,Weather,13,L3604
EXT-L3605,Normal,11,L3605
EXT-L3606,Weather,11,L3606
EXT-L3607,Normal,9,L3607
EXT-L3608,Normal,19,L3608
EXT-L3609,Weather,20,L3609
EXT-L3610,Normal,11,L3610
EXT-L3611,Normal,2,L3611
EXT-L3612,Normal,8,L3612
EXT-L3613,Normal,19,L3613
EXT-L3614,Normal,6,L3614
EXT-L3615,Normal,23,L3615
EXT-L3616,Weather,12,L3616
EXT-L3617,Normal,9,L3617
EXT-L3618,Weather,11,L3618
EXT-L3619,Normal,11,L3619
EXT-L3620,Normal,13,L3620
EXT-L3621,Normal,14,L3621
EXT-L3622,Weather,8,L3622
EXT-L3623,Weather,10,L3623
EXT-L3624,Weather,10,L3624
EXT-L3625,Weather,11,L3625
EXT-L3626,Weather,7,L3626
EXT-L3627,Normal,10,L3627
EXT-L3628,Normal,4,L3628
EXT-L3629,Weather,13,L3629
EXT-L3630,Normal,12,L3630
EXT-L3631,Normal,21,L3631
EXT-L3632,Weather,15,L3632
EXT-L3633,Weather,11,L3633
EXT-L3634,Normal,14,L3634
EXT-L3635,Weather,12,L3635
EXT-L3636,Weather,13,L3636
EXT-L3637,Normal,13,L3637
EXT-L3638,Normal,11,L3638
EXT-L3639,Normal,11,L3639
EXT-L3640,Normal,10,L3640
EXT-L3641,Weather,10,L3641
EXT-L3642,Weather,10,L3642
EXT-L3643,Weather,13,L3643
EXT-L3644,Weather,12,L3644
EXT-L3645,Weather,8,L3645
EXT-L3646,Normal,9,L3646
EXT-L3647,Weather,14,L3647
EXT-L3648,Normal,11,L3648
EXT-L3649,Weather,11,L3649
EXT-L3650,Normal,2,L3650
EXT-L3651,Normal,10,L3651
EXT-L3652,Weather,14,L3652
EXT-L3653,Normal,11,L3653
EXT-L3654,Weather,15,L3654
EXT-L3655,Normal,12,L3655
EXT-L3656,Weather,11,L3656
EXT-L3657,Normal,8,L3657
EXT-L3658,Normal,12,L3658
EXT-L3659,Weather,12,L3659
EXT-L3660,Weather,12,L3660
EXT-L3661,Weather,8,L3661
EXT-L3662,Normal,9,L3662
EXT-L3663,Weather,14,L3663
EXT-L3664,Normal,10,L3664
EXT-L3665,Weather,11,L3665
EXT-L3666,Weather,12,L3666
EXT-L3667,Weather,8,L3667
EXT-L3668,Weather,10,L3668
EXT-L3669,Normal,6,L3669
EXT-L3670,Normal,14,L3670
EXT-L3671,Weather,11,L3671
EXT-L3672,Normal,6,L3672
EXT-L3673,Weather,13,L3673
EXT-L3674,Normal,5,L3674
EXT-L3675,Normal,10,L3675
EXT-L3676,Weather,9,L3676
EXT-L3677,Weather,11,L3677
EXT-L3678,Normal,5,L3678
EXT-L3679,Normal,11,L3679
EXT-L3680,Normal,14,L3680
EXT-L3681,Normal,9,L3681
EXT-L3682,Normal,10,L3682
EXT-L3683,Normal,18,L3683
EXT-L3684,Normal,13,L3684
EXT-L3685,Weather,14,L3685
EXT-L3686,Weather,8,L3686
EXT-L3687,Normal,19,L3687
EXT-L3688,Normal,13,L3688
EXT-L3689,Weather,8,L3689
EXT-L3690,Weather,9,L3690
EXT-L3691,Weather,11,L3691
EXT-L3692,Normal,9,L3692
EXT-L3693,Normal,3,L3693
EXT-L3694,Weather,13,L3694
EXT-L3695,Weather,14,L3695
EXT-L3696,Weather,11,L3696
EXT-L3697,Weather,10,L3697
EXT-L3698,Normal,12,L3698
EXT-L3699,Weather,13,L3699
EXT-L3700,Weather,12,L3700
EXT-L3701,Weather,15,L3701
EXT-L3702,Weather,11,L3702
EXT-L3703,Weather,9,L3703
EXT-L3704,Weather,14,L3704
EXT-L3705,Weather,15,L3705
EXT-L3706,Weather,5,L3706
EXT-L3707,Normal,10,L3707
EXT-L3708,Normal,9,L3708
EXT-L3709,Normal,13,L3709
EXT-L3710,Normal,17,L3710
EXT-L3711,Normal,14,L3711
EXT-L3712,Normal,16,L3712
EXT-L3713,Normal,10,L3713
EXT-L3714,Weather,7,L3714
EXT-L3715,Normal,13,L3715
EXT-L3716,Normal,14,L3716
EXT-L3717,Normal,26,L3717
EXT-L3718,Normal,13,L3718
